Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Y
26.2,18.5,22.35,34,75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
29.2,19.8,24.5,3.5,86,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2
26.3,18.5,22.4,9.8,84.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
27.5,20.2,23.85,5.3,82.5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,3
28.8,19.5,24.15,9.3,77,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6
29.5,22.5,26,0,85.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
26.5,17.7,22.1,14.5,82,1,0,1,0,2,0,0,0,0,0,0,0,0,0,3
28.5,20.7,24.6,0,84.5,0,0,2,0,0,0,0,0,0,0,0,0,0,1,8
28.3,19.5,23.9,15.5,84,0,0,0,0,1,0,0,0,0,2,0,0,0,0,7
26.3,19.2,22.75,26.2,88,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
25.5,19.2,22.35,12.5,82.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28.3,20.5,24.4,0,76,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2
30.5,21.8,26.15,0,84,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3
25.5,20.5,23,0,84.5,1,0,2,0,1,0,0,0,0,0,0,0,0,0,3
29.8,21.8,25.8,6,77.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
30.5,21.8,26.15,0,77.5,4,0,5,0,7,0,2,0,0,0,0,0,4,0,3
30.5,21.2,25.85,0,88.5,2,2,3,0,5,0,4,0,0,2,0,0,2,0,2
29.5,19.8,24.65,0,71.5,5,0,2,0,11,0,0,0,0,0,0,0,2,0,1
31.2,22.5,26.85,0,74.5,3,0,4,2,7,0,0,0,0,1,0,0,0,0,4
31.8,23.2,27.5,0,76,1,2,6,0,4,0,3,0,0,0,0,0,1,0,5
32.8,20.5,26.65,16.5,81,4,0,2,0,3,0,2,0,0,2,0,0,0,0,2
29.5,20.5,25,0,74.5,0,0,3,0,4,0,0,0,0,0,0,0,3,0,1
31.8,19.2,25.5,2,77,2,1,4,0,6,0,2,0,0,0,0,0,0,0,4
29.2,21.5,25.35,0,69,0,0,2,0,5,0,1,0,0,0,0,0,2,0,2
29.8,22.5,26.15,0,70,6,0,3,0,0,0,0,0,0,0,0,0,0,0,3
33.6,20.5,27.05,32,79,3,3,5,0,2,0,3,0,0,2,0,0,1,0,5
32.2,23.5,27.85,0,71.5,2,2,0,0,4,0,0,0,0,0,0,0,1,0,3
32.5,24.2,28.35,0,74,0,0,1,1,0,0,2,0,0,0,0,0,0,0,2
34.2,22.2,28.2,0,83.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
29.6,22.8,26.2,0,81,4,0,0,0,4,0,0,0,0,0,0,0,2,0,4
30.4,22.2,26.3,52,81.5,2,0,0,0,3,0,0,0,0,2,0,0,3,0,2
31.3,21.5,26.4,18.2,78,2,2,0,0,2,0,0,0,0,0,0,0,4,0,3
31.5,24.5,28,0,80.5,3,0,2,0,5,0,1,0,0,0,0,0,2,0,2
33.4,26.2,29.8,0,83.5,5,0,0,0,3,0,0,0,0,3,0,0,1,0,1
31.6,25.9,28.75,0,82.5,4,3,0,0,2,0,2,0,0,0,0,0,2,0,0
28.3,21.2,24.75,52,92.5,1,0,3,3,0,0,2,0,0,1,0,0,2,0,4
23.5,21.6,22.55,46.5,93,2,0,0,0,4,0,0,0,0,1,0,0,1,0,2
25.3,23.2,24.25,0,87.5,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0
31.3,25.2,28.25,0,85.5,0,0,1,0,2,0,0,0,0,0,0,0,2,0,3
31.5,20.9,26.2,61.5,89,3,3,0,0,5,0,0,0,0,2,0,0,0,0,1
28.2,24.5,26.35,2.5,89.5,5,0,0,0,3,0,0,0,0,0,0,0,1,0,2
30.2,20.8,25.5,22.5,88,7,1,0,1,5,0,0,0,0,3,0,0,0,0,3
27.2,20.8,24,17.5,82.5,4,0,0,0,4,0,0,0,0,2,0,0,2,0,3
29.2,22.5,25.85,0,78,2,0,0,0,4,0,0,0,0,3,0,0,1,0,2
31.2,24.5,27.85,0,74.5,3,0,0,0,2,0,0,0,0,2,0,0,2,0,2
30.5,22.2,26.35,3.5,78.5,2,0,0,0,3,0,0,0,0,1,0,0,0,0,2
31.5,20.6,26.05,58,87.5,5,2,0,0,15,0,3,0,0,5,0,0,0,0,8
29.9,20.6,25.25,29,80.5,7,0,0,0,21,1,2,0,0,4,0,0,0,0,11
33.5,25.7,29.6,0,76.5,4,2,0,0,13,0,1,0,0,2,0,0,0,0,7
33.5,24.5,29,0,82,3,1,0,2,16,2,3,0,0,3,0,0,0,0,3
32.8,24.5,28.65,2.5,87.5,6,2,0,0,23,0,2,0,0,6,0,0,0,0,4
30.5,24.2,27.35,70,87.5,5,0,0,0,28,1,0,0,0,4,0,0,0,0,5
31.5,25.4,28.45,18.5,75,4,3,0,4,21,0,3,0,0,3,0,0,0,0,2
34.5,26.3,30.4,0,73.5,3,0,0,0,17,0,1,0,0,2,0,0,0,0,4
33.7,26.5,30.1,0,71,2,2,0,3,22,2,0,0,0,4,0,0,0,0,3
34.5,27.5,31,0,74,4,1,0,0,19,0,2,0,0,2,0,0,0,0,7
34.2,27.4,30.8,0,79,5,0,0,3,19,0,2,0,0,3,0,0,0,0,4
33.2,26.9,30.05,0,82,3,2,0,0,23,1,4,0,0,1,0,0,0,0,5
30.8,25.5,28.15,11,87.5,7,4,0,0,25,0,3,0,0,0,0,0,0,0,6
30.5,25.5,28,12,87,11,0,0,4,27,0,1,0,0,0,0,0,0,0,8
30.8,25.5,28.15,7.5,85.5,4,2,0,0,17,0,0,0,0,4,0,0,0,0,11
32.5,26.6,29.55,8.5,82,2,3,0,0,15,2,2,0,0,2,0,0,0,0,6
32.6,25.7,29.15,12,91,3,0,0,0,13,1,2,0,0,0,0,0,0,0,5
29.2,25.8,27.5,26.7,91.5,0,5,0,0,11,0,1,0,0,3,0,0,0,0,7
29.9,26.2,28.05,2,85.5,5,2,0,0,9,1,3,0,0,5,0,0,0,0,9
31.4,26.5,28.95,0,83.5,4,1,0,0,5,0,2,0,0,2,0,0,0,0,8
32.2,25.8,29,0,85,3,2,0,0,7,2,1,0,0,3,0,0,0,0,3
31.3,26.2,28.75,1.5,87,2,0,0,0,4,0,2,0,0,2,0,0,0,0,2
32.2,26.8,29.5,0,84.5,0,0,0,5,6,2,1,0,0,4,0,0,0,0,1
32.8,26.6,29.7,3.5,82.5,0,1,0,1,3,0,2,0,0,1,0,0,0,0,2
32.5,25.2,28.85,19,96,0,2,0,2,2,1,0,0,0,0,0,0,0,0,3
28.5,24.7,26.6,30.5,93,4,1,0,0,5,2,0,0,0,0,0,0,0,0,4
28.6,25.5,27.05,31.5,85.5,5,3,0,2,11,2,0,0,0,0,0,0,0,0,5
30.5,25.5,28,1,86,0,2,0,0,17,1,2,0,0,4,0,0,0,0,14
29.8,25.4,27.6,0,82,0,0,0,3,6,0,0,0,0,0,0,0,0,0,9
31.5,26.5,29,1.5,89,0,0,0,0,7,1,0,0,0,1,0,0,0,0,4
32.2,26.2,29.2,30,89.5,3,1,5,0,21,2,2,0,0,7,0,1,0,0,20
32.5,25.5,29,6,93,4,0,7,0,9,0,0,0,0,8,0,0,0,0,7
27.2,24.8,26,110,89,2,0,3,0,25,1,0,0,0,11,0,0,0,0,25
29.2,25.8,27.5,6.5,87,3,0,7,0,31,0,1,0,0,9,0,0,0,0,13
31.8,26.5,29.15,1,80,5,0,8,0,23,0,0,0,0,8,0,0,0,0,30
31.7,26.7,29.2,0,82,2,0,5,1,17,0,0,0,0,7,0,2,0,0,33
32.2,26.5,29.35,0,82,3,0,6,0,7,0,0,0,0,4,0,0,0,0,17
30.5,26.8,28.65,1,82.5,2,0,3,0,9,0,0,0,0,7,0,1,0,0,10
30.5,26.2,28.35,41,95.5,2,0,2,0,4,0,0,0,0,3,0,0,0,0,7
28.2,25.5,26.85,65,90,4,0,3,0,4,0,0,0,0,5,0,0,0,0,3
31.3,25.2,28.25,28.5,84,3,0,2,2,6,0,0,0,0,3,0,0,0,0,6
29.8,24.3,27.05,23,87,2,0,1,0,7,0,0,0,0,4,0,0,0,0,5
29.3,24.2,26.75,65,91,3,0,0,0,3,0,0,0,0,5,0,0,0,0,3
34.5,25.2,29.85,0,82.5,2,0,0,0,4,0,0,0,0,6,0,0,0,0,7
32.4,27.2,29.8,0,78,4,0,0,3,0,0,0,0,0,4,0,0,0,0,4
31.5,26.5,29,0,82,2,0,3,0,0,0,0,0,0,7,0,1,0,0,4
33.5,27.6,30.55,0,78.5,3,0,0,0,0,0,0,0,0,2,0,0,0,0,5
33.5,27.7,30.6,0,78.5,1,0,0,0,0,0,0,0,0,3,0,0,0,0,3
32.4,24.6,28.5,110,93,2,0,0,1,0,0,0,0,0,4,0,0,0,0,4
26.5,24.5,25.5,85,91.5,2,0,1,0,0,0,0,0,0,2,0,1,0,0,6
27.5,24.3,25.9,12,85.5,3,0,2,0,0,0,0,0,0,4,0,1,0,0,2
31.2,25.5,28.35,11,84,1,1,0,0,0,0,0,0,0,6,0,1,0,0,3
30.8,25.5,28.15,2,89.5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,5
29.6,26.2,27.9,2,89.5,4,0,1,0,0,0,0,0,0,2,0,0,0,0,4
29.5,26.2,27.85,0,78.5,5,0,3,11,0,0,0,0,0,2,0,1,0,0,3
32.5,26.2,29.35,29.5,82.5,2,0,4,4,0,0,0,0,0,4,0,0,0,0,3
33.3,25.2,29.25,82.5,95,2,0,3,0,0,0,0,0,0,3,0,0,0,0,2
28.5,24.5,26.5,6,85.5,7,0,2,7,0,0,0,0,0,7,0,0,0,0,5
30.5,26.5,28.5,0,82,5,0,1,10,0,0,0,0,0,5,0,0,0,0,7
30.5,24.8,27.65,55.5,93,3,0,2,11,0,0,0,0,0,3,0,0,0,0,4
29.5,24.8,27.15,69.5,94,4,0,2,19,0,0,0,0,0,4,0,0,0,0,3
28.5,24.8,26.65,4.5,85.5,7,0,3,72,0,2,2,0,0,4,0,0,0,0,5
33.2,26.8,30,0,76,4,2,4,78,0,0,0,0,0,3,0,0,0,0,4
35.5,26.3,30.9,53,74.5,4,0,0,105,0,1,1,0,0,0,0,2,0,0,6
36.2,29.5,32.85,0,72.5,3,1,5,127,0,1,1,0,1,2,0,0,0,0,3
36.5,27.5,32,8.5,74.5,2,0,4,175,0,2,2,0,0,0,0,0,0,0,4
34.5,27.2,30.85,0,73.5,3,1,0,109,0,0,0,0,2,3,0,0,0,0,6
34.2,26.2,30.2,41.5,73.5,3,0,2,205,0,0,0,0,0,2,0,0,0,0,3
34.5,28.2,31.35,0,79,4,0,2,227,0,0,1,0,0,3,0,0,0,0,2
32.8,27.8,30.3,0,72,6,0,3,213,0,1,0,0,0,0,0,1,0,0,2
33.8,27.5,30.65,1,78.5,3,1,4,223,0,0,2,0,0,2,0,0,0,0,1
32.5,26.2,29.35,5.5,91.5,7,0,5,175,7,2,0,0,0,3,0,0,0,0,2
29.3,26.2,27.75,20.7,91.5,5,0,7,193,10,0,0,0,0,4,0,0,0,0,3
30.2,26.5,28.35,7,77,4,0,9,207,9,0,0,0,0,7,0,0,0,0,6
33.2,27.8,30.5,0,70,5,0,6,217,5,0,0,0,0,5,0,0,0,0,7
33.8,26.8,30.3,0,76,7,1,5,188,6,0,1,0,0,4,0,1,0,0,3
31.3,26.2,28.75,1,81,3,0,4,175,3,1,0,0,0,6,0,0,0,0,3
30.5,26.2,28.35,8.3,84,4,0,4,198,4,0,0,0,0,4,0,0,0,0,6
31.5,26.2,28.85,3.5,81.5,7,0,5,117,7,0,2,0,0,3,0,0,0,0,10
30.8,26.2,28.5,0,76.5,5,0,8,85,4,0,0,0,1,5,0,0,0,0,7
32.4,25.8,29.1,0,76,6,1,4,108,0,1,1,0,0,2,0,0,0,0,5
30.5,25.5,28,5,85,7,0,6,98,5,0,0,0,0,3,0,0,0,0,10
30.2,25.2,27.7,3,84,4,0,5,85,2,1,0,0,0,5,0,0,0,0,4
31.5,26.2,28.85,0,85.5,5,0,3,83,3,0,0,0,0,2,0,0,0,0,7
32.5,25.5,29,36.5,80.5,6,0,4,102,4,0,0,0,0,0,0,0,0,0,6
32.5,27.5,30,0,76,4,0,0,55,5,0,0,0,0,0,0,0,0,0,4
34.5,26.5,30.5,0,71,3,0,0,38,6,0,0,0,0,0,0,0,0,0,8
32.6,26.5,29.55,0,76.5,3,0,2,23,4,0,0,0,1,0,0,0,0,0,5
32.3,25.8,29.05,0,76.5,2,0,0,38,11,0,0,0,0,0,0,0,0,0,7
32.5,26.5,29.5,0,82,2,1,1,47,15,0,0,0,0,0,0,0,0,0,6
31.8,27.2,29.5,0,82.5,3,0,0,57,7,0,0,0,0,0,0,0,0,0,5
33.2,28.2,30.7,0,83,2,0,0,38,4,0,0,0,0,0,0,0,0,0,4
32.5,26.5,29.5,0,91,4,1,3,68,7,1,1,0,1,0,0,0,0,0,12
29.2,24.8,27,20.5,80.5,6,0,4,97,11,0,0,0,0,0,0,0,0,0,19
32.8,26.5,29.65,0,75.5,5,0,1,123,14,0,0,0,0,7,0,0,0,0,14
33.5,27.2,30.35,0,73.5,7,1,0,178,8,0,0,0,0,4,0,0,0,0,13
33.5,27.7,30.6,0,87.5,9,0,3,207,6,0,0,0,1,4,0,0,0,0,19
32.8,26.4,29.6,28,91,2,0,0,72,4,0,0,0,0,3,0,0,0,0,8
29.2,24.6,26.9,47,95,2,0,1,37,6,0,0,0,0,0,0,0,0,0,12
27.5,24.2,25.85,13.5,87.5,4,0,1,25,3,0,0,0,0,0,0,0,0,0,14
31.2,26.2,28.7,0,82.5,2,0,2,18,0,0,0,0,0,0,0,0,0,0,8
33.2,26.2,29.7,9.5,80.5,3,0,3,14,0,0,0,0,0,0,0,0,0,0,6
33.5,26.5,30,0,87,3,0,1,9,0,0,0,0,0,2,0,0,0,0,12
31.5,25.8,28.65,0,85,4,0,2,11,0,0,0,0,1,2,0,0,0,0,13
28.8,24.5,26.65,76.5,89,3,0,0,8,4,0,0,0,1,3,0,0,0,0,7
30.2,25.8,28,0,87,3,0,0,13,8,0,0,0,0,2,0,0,0,0,12
29.8,25.6,27.7,0,89,2,0,0,7,7,0,0,0,0,1,0,0,0,0,13
29.8,25.6,27.7,4,91.5,4,0,2,11,6,1,0,0,0,0,0,0,0,0,9
30.5,23.5,27,84,93,3,0,0,15,4,0,0,0,0,0,0,0,0,0,9
25.5,24.2,24.85,19.5,91,4,0,0,28,7,0,0,0,0,2,0,0,0,0,13
30.2,24.8,27.5,16.5,75.5,4,0,2,57,6,0,0,0,0,1,0,0,0,0,11
33.5,27.2,30.35,0,77.5,9,0,1,38,11,0,0,0,1,8,0,0,0,0,13
34.5,27.2,30.85,0,83,4,0,0,11,5,0,0,0,0,2,0,0,0,0,10
32.2,24.5,28.35,50,90.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,13
27.2,24.2,25.7,46,91,5,0,2,4,4,0,0,0,0,1,0,0,0,0,8
29.5,24.5,27,63,93.5,4,0,0,5,5,0,0,0,0,0,0,0,0,0,10
27.8,25.2,26.5,5.5,91,7,0,1,4,0,1,1,0,0,2,0,0,0,0,7
29.5,25.2,27.35,13.5,87.5,5,0,0,0,4,0,0,0,0,0,0,0,0,0,9
30.5,22.5,26.5,265,87,4,0,2,0,0,0,0,0,1,0,0,0,0,0,6
27.3,23.2,25.25,0,84,3,0,0,0,0,0,0,0,0,2,0,0,0,0,9
31.5,26.5,29,0,75.5,4,0,0,0,17,0,0,0,0,6,0,0,0,0,11
33.8,27.2,30.5,0,79,6,0,2,0,13,0,0,0,1,4,0,0,0,0,9
32.5,26.5,29.5,0,83,4,0,2,25,15,0,0,0,1,2,0,0,0,0,11
32.8,26.5,29.65,0,80.5,4,0,1,21,11,0,0,0,0,4,0,0,0,0,7
32.2,25.8,29,0,85.5,3,0,2,27,9,0,0,0,0,5,0,0,0,0,7
32.5,25.8,29.15,0,82,2,0,1,41,8,0,0,0,0,4,0,0,0,0,6
32.6,24.6,28.6,2,89,3,0,2,38,8,0,0,0,0,5,0,0,0,0,10
31.5,25.2,28.35,19.5,91,4,0,1,44,6,0,0,0,0,6,0,0,0,0,13
29.4,24.3,26.85,33,89,4,0,0,58,7,0,0,0,0,6,0,0,0,0,13
28.6,24.4,26.5,1.5,80,2,0,0,48,12,0,0,0,0,4,0,0,0,0,14
32.2,25.2,28.7,0,79,4,0,2,37,14,0,0,0,0,5,0,0,0,0,20
33.3,25.3,29.3,0,72.5,5,0,0,48,11,0,0,0,0,7,0,0,0,0,21
35.3,25.2,30.25,0,69,7,0,2,124,17,0,0,0,0,11,0,0,0,0,52
34.5,24.2,29.35,0,70.5,3,0,0,162,14,0,0,0,0,8,0,0,0,0,56
34.5,24.8,29.65,0,74,2,0,0,171,11,0,0,0,0,4,0,0,0,0,36
34.5,25.5,30,0,75.5,11,0,4,179,15,0,0,0,0,7,0,0,0,0,98
34.5,24.8,29.65,0,71,9,0,2,117,13,0,0,0,0,6,0,0,0,0,96
34.8,24.6,29.7,0,69,5,0,0,218,15,0,0,0,0,4,0,0,0,0,69
34.5,24.5,29.5,0,71.5,7,0,0,238,19,0,0,0,0,6,0,0,0,0,71
33.8,24.2,29,0,71.5,9,0,0,301,23,0,0,0,0,7,0,0,0,0,56
34.5,24.2,29.35,0,68.5,8,0,0,327,25,0,0,0,0,7,0,0,0,0,63
33.8,24.5,29.15,0,79,5,0,0,388,27,0,0,0,0,4,0,0,0,0,71
32.3,23.5,27.9,0,78.5,7,0,0,375,23,0,0,0,0,6,0,0,0,0,48
32.5,21.5,27,56,79.5,9,0,0,288,19,0,0,0,0,6,0,0,0,0,48
30.2,23.3,26.75,0,84,7,0,0,272,15,0,0,0,0,7,0,0,0,0,33
26.8,22.2,24.5,11.5,92.5,5,0,0,127,8,0,0,0,0,4,0,0,0,0,12
24.5,22.3,23.4,1,88.5,5,0,0,129,6,0,0,0,0,3,0,0,0,0,11
28.8,22.2,25.5,0,74,4,0,0,88,4,0,0,0,0,2,0,0,0,0,16
31.5,21.8,26.65,0,74.5,2,0,0,127,6,0,0,0,0,3,0,0,0,0,11
31.2,21.5,26.35,0,76,2,0,0,172,5,0,0,0,0,3,0,0,0,0,9
30.5,21.2,25.85,0,73,4,0,0,185,11,0,0,0,0,4,0,0,0,0,17
31.2,20.8,26,0,66.5,3,0,0,128,25,0,0,0,0,3,0,0,0,0,14
31.4,21.5,26.45,0,75,2,0,0,107,23,0,0,0,0,2,0,0,0,0,15
32.2,21.6,26.9,0,72.5,3,0,4,127,23,0,0,0,0,5,0,0,0,0,11
31.2,22.2,26.7,0,80,4,0,2,138,17,0,0,0,0,3,0,0,0,0,15
32.5,21.5,27,0,68.5,4,0,3,151,48,0,0,0,0,6,0,0,0,0,15
31.2,18.2,24.7,0,68.5,5,0,1,171,76,0,2,0,0,6,0,0,0,0,16
28.5,14.2,21.35,0,59,2,0,0,157,49,0,1,0,0,2,0,0,0,0,14
28.5,15.8,22.15,0,66,1,0,0,129,41,0,2,0,0,3,0,0,0,0,9
28.5,16.5,22.5,0,70,2,0,2,148,28,1,3,0,0,2,0,0,0,0,6
28.7,16.7,22.7,0,71,2,0,0,185,23,0,2,0,0,0,0,0,0,0,11
29.3,16.3,22.8,0,67,1,0,0,207,29,0,2,0,0,0,0,0,0,0,8
29.5,17.5,23.5,0,65.5,5,0,0,248,23,0,0,0,0,4,0,0,0,0,9
29.5,16.8,23.15,0,63,3,0,0,281,31,0,0,0,0,2,0,0,0,0,7
29.5,17.2,23.35,0,64.5,2,0,1,311,23,0,0,0,0,1,0,0,0,0,5
30.2,16.5,23.35,0,70,2,0,1,375,27,0,0,0,0,0,0,0,0,0,8
30.2,15.8,23,0,65.5,4,0,0,365,24,0,0,0,0,0,0,0,0,0,4
28.8,17.2,23,0,62.5,3,0,2,327,21,0,0,0,0,2,0,0,0,0,6
29.2,17.8,23.5,0,69,2,0,2,311,29,1,0,0,0,0,0,0,0,0,6
29.5,16.5,23,0,67.5,2,0,0,317,25,0,0,0,0,3,0,0,0,0,7
28.3,14.5,21.4,0,61,5,0,0,323,22,0,0,0,0,1,0,0,0,0,9
28.8,15.8,22.3,0,72.5,3,0,2,322,33,0,0,0,0,0,0,0,0,0,8
28.3,17.2,22.75,0,79.5,3,0,0,295,30,0,0,0,0,0,0,0,0,0,6
26.5,17.5,22,0,67.5,2,0,1,285,19,1,0,0,0,2,0,0,0,0,4
27.5,13.3,20.4,0,60,4,0,0,287,17,0,0,0,0,0,0,0,0,0,4
25.5,11.5,18.5,0,66,2,0,3,157,23,0,0,0,0,2,0,0,0,0,5
25.5,15.2,20.35,0,64.5,3,0,2,123,14,0,0,0,0,0,0,0,0,0,5
25.5,13.8,19.65,0,66.5,2,0,2,148,11,0,0,0,0,0,0,0,0,0,4
23.5,14.8,19.15,0,68.5,1,0,1,178,9,0,0,0,0,0,0,0,0,0,7
26.2,17.3,21.75,0,77,2,0,0,211,4,0,0,0,0,0,0,0,0,0,7
22.2,15.3,18.75,0,71,2,0,2,207,4,0,0,0,0,0,0,0,0,0,5
28.8,13.5,21.15,0,65.5,3,0,1,219,5,0,0,0,0,0,0,0,0,0,4
27.5,14.2,20.85,0,67,2,0,1,123,3,0,0,0,0,0,0,0,0,0,3
27.5,14.8,21.15,0,61.5,1,0,1,78,3,0,0,0,0,0,0,0,0,0,3
26.5,14.5,20.5,0,63.5,0,0,0,72,2,0,0,0,0,0,0,0,0,1,3
27.5,14.5,21,0,72,2,0,2,61,3,0,0,0,0,1,0,0,0,0,2
27.2,14.5,20.85,0,72,0,0,1,42,1,0,0,0,0,0,0,0,0,2,3
27.5,15.2,21.35,0,79.5,1,0,0,38,2,0,0,0,0,0,0,0,0,0,3
27.3,14.8,21.05,0,88,0,0,2,39,3,0,0,0,0,2,0,0,0,0,2
23.5,15.2,19.35,0,87,2,0,2,44,3,0,0,0,0,0,0,0,0,0,3
22.5,14.5,18.5,0,78.5,0,0,0,62,4,0,0,0,0,2,0,0,0,1,4
24.5,13.3,18.9,0,71,2,0,1,57,4,0,0,0,0,1,0,0,0,0,7
26.5,15.5,21,0,89,3,0,0,42,5,0,0,0,0,0,0,0,0,2,6
20.5,15.5,18,0,89,4,0,2,38,3,0,0,0,0,0,0,0,0,2,3
19.5,13.5,16.5,0,83,2,0,1,27,2,0,0,0,0,2,0,0,0,1,8
22.3,14.7,18.5,0,81,2,0,0,25,2,0,0,0,0,0,0,0,0,1,5
23.5,14.8,19.15,0,82,3,0,2,23,0,0,0,0,0,0,0,0,0,2,6
21.8,13.6,17.7,0,84,3,0,0,44,4,0,0,0,0,2,0,0,0,0,5
21.8,13.2,17.5,0,80.5,1,0,1,41,0,0,0,0,0,0,0,0,0,2,2
23.5,11.2,17.35,0,75,2,0,0,31,2,0,0,0,0,3,0,0,0,0,5
23.8,10.5,17.15,0,60.5,2,0,2,25,0,0,0,0,0,0,0,0,0,0,4
22.4,7.5,14.95,0,67,3,0,0,23,3,0,0,0,0,3,0,0,0,0,6
21.5,10.2,15.85,0,70,0,0,2,19,0,0,0,0,0,0,0,0,0,0,2
22.6,11.5,17.05,0,65,3,0,1,17,2,0,0,0,0,2,0,0,0,0,4
24.2,10.5,17.35,0,69.5,0,0,2,14,2,0,0,0,0,1,0,0,0,0,6
25.2,10.8,18,0,69.5,2,0,0,15,5,0,0,0,0,2,0,0,0,0,7
25.8,12.8,19.3,0,68.5,2,0,2,11,0,0,0,0,0,0,0,0,0,0,4
24.5,10.8,17.65,0,68,1,0,0,19,4,0,0,0,0,0,0,0,0,0,7
25.2,10.2,17.7,0,67.5,1,0,2,23,4,0,0,0,0,0,0,0,0,0,5
24.2,10.2,17.2,0,68,0,0,0,14,1,0,0,0,0,0,0,0,0,0,6
23.5,10.8,17.15,0,72.5,2,0,3,11,2,0,0,0,0,0,0,0,0,0,7
25.2,10.8,18,0,72,2,0,1,12,2,0,0,0,0,0,0,0,0,0,6
24.2,11.2,17.7,0,69.5,0,0,2,9,3,0,0,0,0,0,0,0,0,0,6
24.5,10.2,17.35,0,68,3,0,2,9,2,0,0,0,0,0,0,0,0,0,6
24.5,10.2,17.35,0,60,2,2,1,0,0,1,0,0,0,0,0,0,27,0,2
24.2,9.8,17,0,69.5,1,0,2,0,0,0,0,0,0,0,0,0,21,0,2
24.8,10.2,17.5,0,69.5,2,0,2,0,0,2,0,0,0,0,0,0,29,2,3
24.5,11.7,18.1,0,62.5,2,1,0,0,0,0,0,0,0,0,0,0,42,0,2
25.5,11.7,18.6,0,59.5,1,0,3,0,0,0,0,0,0,0,0,0,38,1,1
25.5,13.5,19.5,0,65.5,1,0,0,0,0,0,0,0,0,0,0,0,51,0,2
27.3,13.5,20.4,0,78.5,1,0,0,0,0,0,0,0,0,0,0,0,65,0,2
25.5,13.5,19.5,0,79,0,2,1,0,0,0,0,0,0,0,0,0,72,0,1
24.8,13.2,19,0,81,0,0,1,0,0,0,0,0,0,0,0,0,87,0,2
24.5,14.2,19.35,0,83,0,0,1,0,0,0,0,0,0,0,0,0,55,0,2
23.8,13.8,18.8,0,83,0,1,0,0,0,0,0,0,0,0,0,0,50,1,2
23.5,13.8,18.65,0,82,1,0,2,0,0,0,0,0,0,0,0,0,19,1,1
20.5,10.2,15.35,0,77.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
21.2,8.2,14.7,0,73.5,1,0,0,0,0,0,0,0,0,0,0,0,31,0,2
21.2,9.8,15.5,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
21.2,10.8,16,0,78.5,0,0,0,0,0,1,0,0,0,0,0,0,39,0,1
16.2,10.2,13.2,0,76.5,0,1,0,0,0,0,0,0,0,0,0,0,57,1,0
17.8,10.5,14.15,0,82.5,0,1,0,0,0,0,0,0,0,0,0,0,31,1,2
23.5,12.5,18,0,84,1,1,0,0,0,2,0,0,0,0,0,0,33,0,1
22.5,13.2,17.85,0,84.5,2,1,0,0,0,0,0,0,0,0,0,0,49,0,1
20.8,13.6,17.2,0,85.5,1,0,0,0,0,2,0,0,0,0,0,0,50,0,3
18.8,12.5,15.65,0,81.5,2,2,0,0,0,0,0,0,0,0,0,0,60,1,2
20.5,11.5,16,0,78.5,1,0,0,0,0,0,0,0,0,0,0,0,26,1,1
23.5,12.5,18,0,86.5,0,0,0,0,0,1,0,0,0,0,0,0,21,1,0
21.5,10.5,16,0,91,2,1,0,0,0,0,0,0,0,0,0,0,45,0,2
19.5,11.8,15.65,0,90.5,3,0,0,0,0,0,0,0,0,0,0,0,50,0,2
16.3,10.2,13.25,0,85,1,1,0,0,0,1,0,0,0,0,0,0,29,1,1
17.5,8.5,13,0,83.5,2,0,0,0,0,0,0,0,0,0,0,0,31,1,2
20.3,9.5,14.9,0,73,1,0,0,0,0,0,0,0,0,0,0,0,35,1,2
23.5,11.2,17.35,0,79.5,2,1,0,0,0,0,0,0,0,0,0,0,38,0,2
17.7,5.5,11.6,0,89,2,0,0,0,0,0,0,0,0,0,0,0,45,1,3
13.8,5.5,9.65,0,81.5,2,0,0,0,0,0,0,0,0,0,0,0,58,0,2
20.8,7.3,14.05,0,69.5,2,2,0,0,0,0,0,0,0,1,0,0,71,2,2
23.5,9.2,16.35,0,74,1,0,0,0,0,0,0,0,0,0,0,0,59,0,1
25.2,10.5,17.85,0,66,0,0,0,0,0,0,0,0,0,0,0,0,62,1,2
26.3,10.9,18.6,0,60.5,2,1,0,0,0,0,0,0,0,2,0,0,68,1,3
